"SalesOrderID","OrderDate","CustomerID"
"171820","2022-11-06","35709"
"171821","2022-11-06","4710"
"171822","2022-11-06","30099"
"171823","2022-11-06","47747"
"171824","2022-11-06","4263"
"171825","2022-11-06","9401"
"171826","2022-11-06","51826"
"171827","2022-11-06","8047"
"171828","2022-11-06","3131"
"171829","2022-11-06","26705"
"171830","2022-11-06","45603"
"171831","2022-11-06","28531"
"171832","2022-11-06","53932"
"171833","2022-11-06","38646"
"171834","2022-11-06","45169"
"171835","2022-11-06","33317"
"171836","2022-11-06","8442"
"171837","2022-11-06","49175"
"171838","2022-11-06","42341"
"171839","2022-11-06","5869"
"171840","2022-11-06","52167"
"171841","2022-11-06","53942"
"171842","2022-11-06","39193"
"171843","2022-11-06","53671"
"171844","2022-11-06","4241"
"171845","2022-11-06","28917"
"171846","2022-11-06","13950"
"171847","2022-11-06","45693"
"171848","2022-11-06","34087"
"171849","2022-11-06","28951"
"171850","2022-11-06","53955"
"171851","2022-11-06","37021"
"171852","2022-11-06","44441"
"171853","2022-11-06","19718"
"171854","2022-11-06","53967"
"171855","2022-11-06","4175"
"171856","2022-11-06","14384"
"171857","2022-11-06","28235"
"171858","2022-11-06","29434"
"171859","2022-11-06","6616"
"171860","2022-11-06","52721"
"171861","2022-11-06","17222"
"171862","2022-11-06","44331"
"171863","2022-11-06","6831"
"171864","2022-11-06","50256"
"171865","2022-11-06","35551"
"171866","2022-11-06","53977"
"171867","2022-11-06","53988"
"171868","2022-11-06","53727"
"171869","2022-11-06","940"
"171870","2022-11-06","16281"
"171871","2022-11-06","25571"
"171872","2022-11-06","46639"
"171873","2022-11-06","9392"
"171874","2022-11-06","53997"
"171875","2022-11-06","54006"
"171876","2022-11-06","37028"
"171877","2022-11-06","21665"
"171878","2022-11-06","16187"
"171879","2022-11-06","23426"
"171880","2022-11-06","18951"
"171881","2022-11-06","11848"
"171882","2022-11-06","23854"
"171883","2022-11-06","50571"
"171884","2022-11-06","25190"
"171885","2022-11-06","49150"
"171886","2022-11-06","29799"
"171887","2022-11-06","44690"
"171888","2022-11-06","45692"
"171889","2022-11-06","18890"
"171890","2022-11-06","40762"
"171891","2022-11-06","39614"
"171892","2022-11-06","38319"
"171893","2022-11-06","31903"
"171894","2022-11-06","54016"
"171895","2022-11-06","8905"
"171896","2022-11-06","54025"
"171897","2022-11-06","54031"
"171898","2022-11-06","11887"
"171899","2022-11-06","54038"
"171900","2022-11-06","54049"
"171901","2022-11-06","54055"
"171902","2022-11-06","46200"
"171903","2022-11-06","54064"
"171904","2022-11-06","32826"
"171905","2022-11-06","32920"
"171906","2022-11-06","25005"
"171907","2022-11-06","18019"
"171908","2022-11-06","24664"
"171909","2022-11-06","27482"
"171910","2022-11-06","31564"
"171911","2022-11-06","20773"
"171912","2022-11-06","53370"
"171913","2022-11-06","54076"
"171914","2022-11-06","54085"
"171915","2022-11-06","5532"
"171916","2022-11-06","4252"
"171917","2022-11-06","29037"
"171918","2022-11-06","9170"
"171919","2022-11-06","22135"
"171920","2022-11-06","17859"
"171921","2022-11-06","33390"
"171922","2022-11-06","54094"
"171923","2022-11-06","54102"
"171924","2022-11-06","31352"
"171925","2022-11-06","50872"
"171926","2022-11-06","43712"
"171927","2022-11-06","31072"
"171928","2022-11-06","54110"
"171929","2022-11-06","19401"
"171930","2022-11-06","6760"
"171931","2022-11-06","44446"
"171932","2022-11-06","34979"
"171933","2022-11-06","2416"
"171934","2022-11-06","3765"
"171935","2022-11-06","21188"
"171936","2022-11-06","2923"
"171937","2022-11-06","53460"
"171938","2022-11-06","29439"
"171939","2022-11-06","9732"
"171940","2022-11-06","16930"
"171941","2022-11-06","40286"
"171942","2022-11-06","7881"
"171943","2022-11-06","9715"
"171944","2022-11-06","5548"
"171945","2022-11-06","19156"
"171946","2022-11-06","54125"
"171947","2022-11-06","36319"
"171948","2022-11-06","6605"
"171949","2022-11-06","54136"
"171950","2022-11-06","50422"
"171951","2022-11-06","15946"
"171952","2022-11-06","4687"
"171953","2022-11-06","9274"
"171954","2022-11-06","1429"
"171955","2022-11-06","5798"
"171956","2022-11-06","54148"
"171957","2022-11-06","54158"
"171958","2022-11-06","46380"
"171959","2022-11-06","2620"
"171960","2022-11-06","27335"
"171961","2022-11-06","54168"
"171962","2022-11-06","54178"
"171963","2022-11-06","18601"
"171964","2022-11-06","16785"
"171965","2022-11-06","54187"
"171966","2022-11-06","31749"
"171967","2022-11-06","8718"
"171968","2022-11-06","23088"
"171969","2022-11-06","12003"
"171970","2022-11-06","7142"
"171971","2022-11-06","54198"
"171972","2022-11-06","32636"
"171973","2022-11-06","33774"
"171974","2022-11-06","20293"
"171975","2022-11-06","54206"
"171976","2022-11-06","20154"
"171977","2022-11-06","24404"
"171978","2022-11-06","40171"
"171979","2022-11-06","54213"
"171980","2022-11-06","35888"
"171981","2022-11-06","14606"
"171982","2022-11-06","45844"
"171983","2022-11-06","4050"
"171984","2022-11-06","53780"
"171985","2022-11-06","54225"
"171986","2022-11-06","20059"
"171987","2022-11-06","48673"
"171988","2022-11-06","36060"
"171989","2022-11-06","54233"
"171990","2022-11-06","2281"
"171991","2022-11-06","5527"
"171992","2022-11-06","49012"
"171993","2022-11-06","54239"
"171994","2022-11-06","6174"
"171995","2022-11-06","24667"
"171996","2022-11-06","48739"
"171997","2022-11-06","18713"
"171998","2022-11-06","29797"
"171999","2022-11-06","1862"
"172000","2022-11-06","41755"
"172001","2022-11-06","41587"
"172002","2022-11-06","6880"
"172003","2022-11-06","22992"
"172004","2022-11-06","34795"
"172005","2022-11-06","54248"
"172006","2022-11-06","31213"
"172007","2022-11-06","35524"
"172008","2022-11-06","54253"
"172009","2022-11-06","54259"
"172010","2022-11-06","40291"
"172011","2022-11-06","2702"
"172012","2022-11-06","3173"
"172013","2022-11-06","36789"
"172014","2022-11-06","54264"
"172015","2022-11-06","54270"
"172016","2022-11-06","31190"
"172017","2022-11-06","54274"
"172018","2022-11-06","49832"
"172019","2022-11-06","54281"
"172020","2022-11-06","54285"
"172021","2022-11-06","27570"
"172022","2022-11-06","54291"
"172023","2022-11-06","33884"
"172024","2022-11-06","54296"
"172025","2022-11-06","41643"
"172026","2022-11-06","45542"
"172027","2022-11-06","36929"
"172028","2022-11-06","54303"
"172029","2022-11-06","1489"
"172030","2022-11-06","29700"
"172031","2022-11-06","47785"
"172032","2022-11-06","5050"
"172033","2022-11-06","15343"
"172034","2022-11-06","48621"
"172035","2022-11-06","48643"
"172036","2022-11-06","9962"
"172037","2022-11-06","48812"
"172038","2022-11-06","26440"
"172039","2022-11-06","11339"
"172040","2022-11-06","9520"
"172041","2022-11-06","54311"
"172042","2022-11-06","47224"
"172043","2022-11-06","54315"
"172044","2022-11-06","27035"
"172045","2022-11-06","31862"
"172046","2022-11-06","54321"
"172047","2022-11-06","50488"
"172048","2022-11-06","19157"
"172049","2022-11-06","54326"
"172050","2022-11-06","15974"
"172051","2022-11-06","54331"
"172052","2022-11-06","26844"
"172053","2022-11-06","23708"
"172054","2022-11-06","54338"
"172055","2022-11-06","7192"
"172056","2022-11-06","24046"
"172057","2022-11-06","9489"
"172058","2022-11-06","5343"
"172059","2022-11-06","41447"
"172060","2022-11-06","54345"
"172061","2022-11-06","54351"
"172062","2022-11-06","31651"
"172063","2022-11-06","8893"
"172064","2022-11-06","48718"
"172065","2022-11-06","47577"
"172066","2022-11-06","11844"
"172067","2022-11-06","4668"
"172068","2022-11-06","4403"
"172069","2022-11-06","12948"
"172070","2022-11-06","11859"
"172071","2022-11-06","21367"
"172072","2022-11-06","38256"
"172073","2022-11-06","15739"
"172074","2022-11-06","54362"
"172075","2022-11-06","54370"
"172076","2022-11-06","22609"
"172077","2022-11-06","6366"
"172078","2022-11-06","49055"
"172079","2022-11-06","54378"
"172080","2022-11-06","53624"
"172081","2022-11-06","54386"
"172082","2022-11-06","22535"
"172083","2022-11-06","42163"
"172084","2022-11-06","34298"
"172085","2022-11-06","54392"
"172086","2022-11-06","36731"
"172087","2022-11-06","15972"
"172088","2022-11-06","1674"
"172089","2022-11-06","12075"
"172090","2022-11-06","43205"
"172091","2022-11-06","40933"
"172092","2022-11-06","40382"
"172093","2022-11-06","10809"
"172094","2022-11-06","23167"
"172095","2022-11-06","43742"
"172096","2022-11-06","49833"
"172097","2022-11-06","43123"
"172098","2022-11-06","5797"
"172099","2022-11-06","35940"
"172100","2022-11-06","24238"
"172101","2022-11-06","3801"
"172102","2022-11-06","6686"
"172103","2022-11-06","11155"
"172104","2022-11-06","36475"
"172105","2022-11-06","54402"
"172106","2022-11-06","20393"
"172107","2022-11-06","29383"
"172108","2022-11-06","12144"
"172109","2022-11-06","32113"
"172110","2022-11-06","589"
"172111","2022-11-06","15157"
"172112","2022-11-06","31133"
"172113","2022-11-06","54409"
"172114","2022-11-06","4158"
"172115","2022-11-06","22468"
"172116","2022-11-06","31055"
"172117","2022-11-06","54418"
"172118","2022-11-06","54426"
"172119","2022-11-06","22277"
"172120","2022-11-06","29779"
"172121","2022-11-06","16774"
"172122","2022-11-06","9405"
"172123","2022-11-06","45604"
"172124","2022-11-06","4184"
"172125","2022-11-06","54434"
"172126","2022-11-06","54439"
"172127","2022-11-06","54445"
"172128","2022-11-06","52520"
"172129","2022-11-06","45804"
"172130","2022-11-06","38467"
"172131","2022-11-06","39301"
"172132","2022-11-06","20773"
"172133","2022-11-06","49137"
"172134","2022-11-06","49137"
"172135","2022-11-06","16936"
"172136","2022-11-06","13407"
"172137","2022-11-06","28866"
"172138","2022-11-06","9873"
"172139","2022-11-06","54457"
"172140","2022-11-06","49262"
"172141","2022-11-06","13109"
"172142","2022-11-06","21864"
"172143","2022-11-06","17717"
"172144","2022-11-06","54466"
"172145","2022-11-06","54475"
"172146","2022-11-06","18244"
"172147","2022-11-06","31918"
"172148","2022-11-06","18944"
"172149","2022-11-06","39584"
"172150","2022-11-06","51954"
"172151","2022-11-06","54486"
"172152","2022-11-06","54495"
"172153","2022-11-06","46707"
"172154","2022-11-06","54504"
"172155","2022-11-06","44560"
"172156","2022-11-06","7435"
"172157","2022-11-06","54513"
"172158","2022-11-06","34121"
"172159","2022-11-06","54522"
"172160","2022-11-06","26331"
"172161","2022-11-06","46746"
"172162","2022-11-06","46130"
"172163","2022-11-06","54532"
"172164","2022-11-06","23305"
"172165","2022-11-06","34395"
"172166","2022-11-06","50549"
"172167","2022-11-06","45468"
"172168","2022-11-06","41829"
"172169","2022-11-06","29362"
"172170","2022-11-06","19298"
"172171","2022-11-06","38475"
"172172","2022-11-06","559"
"172173","2022-11-06","39370"
"172174","2022-11-06","31115"
"172175","2022-11-06","33080"
"172176","2022-11-06","11467"
"172177","2022-11-06","16068"
"172178","2022-11-06","31432"
"172179","2022-11-06","29611"
"172180","2022-11-06","46315"
"172181","2022-11-06","54544"
"172182","2022-11-06","32480"
"172183","2022-11-06","10947"
"172184","2022-11-06","54555"
"172185","2022-11-06","54561"
"172186","2022-11-06","17788"
"172187","2022-11-06","53503"
"172188","2022-11-06","54572"
"172189","2022-11-06","54581"
"172190","2022-11-06","26098"
"172191","2022-11-06","10781"
"172192","2022-11-06","54590"
"172193","2022-11-06","34443"
"172194","2022-11-06","54599"
"172195","2022-11-06","47942"
"172196","2022-11-06","54608"
"172197","2022-11-06","12642"
"172198","2022-11-06","1945"
"172199","2022-11-06","29796"
"172200","2022-11-06","54619"
"172201","2022-11-06","43176"
"172202","2022-11-06","52692"
"172203","2022-11-06","40909"
"172204","2022-11-06","27718"
"172205","2022-11-06","53893"
"172206","2022-11-06","54632"
"172207","2022-11-06","591"
"172208","2022-11-06","41184"
"172209","2022-11-06","44490"
"172210","2022-11-06","53126"
"172211","2022-11-06","13082"
"172212","2022-11-06","22869"
"172213","2022-11-06","54533"
"172214","2022-11-06","41407"
"172215","2022-11-06","11492"
"172216","2022-11-06","7034"
"172217","2022-11-06","54640"
"172218","2022-11-06","17159"
"172219","2022-11-06","45272"
"172220","2022-11-06","14844"
"172221","2022-11-06","38152"
"172222","2022-11-06","10983"
"172223","2022-11-06","33906"
"172224","2022-11-06","54650"
"172225","2022-11-06","6064"
"172226","2022-11-06","27427"
"172227","2022-11-06","17681"
"172228","2022-11-06","24505"
"172229","2022-11-06","54659"
"172230","2022-11-06","13695"
"172231","2022-11-06","46273"
"172232","2022-11-06","30513"
"172233","2022-11-06","54670"
"172234","2022-11-06","21497"
"172235","2022-11-06","54677"
"172236","2022-11-06","6830"
"172237","2022-11-06","43869"
"172238","2022-11-06","54685"
"172239","2022-11-06","30448"
"172240","2022-11-06","11673"
"172241","2022-11-06","39515"
"172242","2022-11-06","3781"
"172243","2022-11-06","54695"
"172244","2022-11-06","16587"
"172245","2022-11-06","2113"
"172246","2022-11-06","20334"
"172247","2022-11-06","43485"
"172248","2022-11-06","24952"
"172249","2022-11-06","54704"
"172250","2022-11-06","20454"
"172251","2022-11-06","38908"
"172252","2022-11-06","54715"
"172253","2022-11-06","54726"
"172254","2022-11-06","54734"
"172255","2022-11-06","4552"
"172256","2022-11-06","9103"
"172257","2022-11-06","54743"
"172258","2022-11-06","26830"
"172259","2022-11-06","14153"
"172260","2022-11-06","54751"
"172261","2022-11-06","54757"
"172262","2022-11-06","26568"
"172263","2022-11-06","9751"
"172264","2022-11-06","30403"
"172265","2022-11-06","54767"
"172266","2022-11-06","1881"
"172267","2022-11-06","2023"
"172268","2022-11-06","19439"
"172269","2022-11-06","45241"
"172270","2022-11-06","17173"
"172271","2022-11-06","49516"
"172272","2022-11-06","32704"
"172273","2022-11-06","54779"
"172274","2022-11-06","8837"
"172275","2022-11-06","23928"
"172276","2022-11-06","16468"
"172277","2022-11-06","51268"
"172278","2022-11-06","54788"
"172279","2022-11-06","54797"
"172280","2022-11-06","30315"
"172281","2022-11-06","52965"
"172282","2022-11-06","44749"
"172283","2022-11-06","11809"
"172284","2022-11-06","51819"
"172285","2022-11-06","21191"
"172286","2022-11-06","5768"
"172287","2022-11-06","53235"
"172288","2022-11-06","54804"
"172289","2022-11-06","54810"
"172290","2022-11-06","3770"
"172291","2022-11-06","27806"
"172292","2022-11-06","23468"
"172293","2022-11-06","15258"
"172294","2022-11-06","45295"
"172295","2022-11-06","54819"
"172296","2022-11-06","2617"
"172297","2022-11-06","13735"
"172298","2022-11-06","54824"
"172299","2022-11-06","43527"
"172300","2022-11-06","23358"
"172301","2022-11-06","25582"
"172302","2022-11-06","54831"
"172303","2022-11-06","18686"
"172304","2022-11-06","54839"
"172305","2022-11-06","81"
"172306","2022-11-06","169"
"172307","2022-11-06","23429"
"172308","2022-11-06","33963"
"172309","2022-11-06","5152"
"172310","2022-11-06","7666"
"172311","2022-11-06","7557"
"172312","2022-11-06","6639"
"172313","2022-11-06","34159"
"172314","2022-11-06","28435"
"172315","2022-11-06","28946"
"172316","2022-11-06","2166"
"172317","2022-11-06","33637"
"172318","2022-11-06","49075"
"172319","2022-11-06","6005"
"172320","2022-11-06","26759"
"172321","2022-11-06","25325"
"172322","2022-11-06","20560"
"172323","2022-11-06","16653"
"172324","2022-11-06","1257"
"172325","2022-11-06","3179"
"172326","2022-11-06","2656"
"172327","2022-11-06","35656"
"172328","2022-11-06","54852"
"172329","2022-11-06","54859"
"172330","2022-11-06","26229"
"172331","2022-11-06","28032"
"172332","2022-11-06","20447"
"172333","2022-11-06","54869"
"172334","2022-11-06","54879"
"172335","2022-11-06","25283"
"172336","2022-11-06","3113"
"172337","2022-11-06","15631"
"172338","2022-11-06","50334"
"172339","2022-11-06","10086"
"172340","2022-11-06","50939"
"172341","2022-11-06","54891"
"172342","2022-11-06","54893"
"172343","2022-11-06","16692"
"172344","2022-11-06","13280"
"172345","2022-11-06","43426"
"172346","2022-11-06","54902"
"172347","2022-11-06","54907"
"172348","2022-11-06","54917"
"172349","2022-11-06","52510"
"172350","2022-11-06","54570"
"172351","2022-11-06","34728"
"172352","2022-11-06","38233"
"172353","2022-11-06","11084"
"172354","2022-11-06","32945"
"172355","2022-11-06","19846"
"172356","2022-11-06","38997"
"172357","2022-11-06","54926"
"172358","2022-11-06","54937"
"172359","2022-11-06","36139"
"172360","2022-11-06","6310"
"172361","2022-11-06","32913"
"172362","2022-11-06","44014"
"172363","2022-11-06","54946"
"172364","2022-11-06","54951"
"172365","2022-11-06","19009"
"172366","2022-11-06","54960"
"172367","2022-11-06","54968"
"172368","2022-11-06","51437"
"172369","2022-11-06","21380"
"172370","2022-11-06","784"
"172371","2022-11-06","3962"
"172372","2022-11-06","54977"
"172373","2022-11-06","11753"
"172374","2022-11-06","46715"
"172375","2022-11-06","44271"
"172376","2022-11-06","52420"
"172377","2022-11-06","39071"
"172378","2022-11-06","40198"
"172379","2022-11-06","14785"
"172380","2022-11-06","29216"
"172381","2022-11-06","222"
"172382","2022-11-06","21124"
"172383","2022-11-06","16033"
"172384","2022-11-06","15130"
"172385","2022-11-06","52743"
"172386","2022-11-06","20120"
"172387","2022-11-06","54990"
"172388","2022-11-06","29806"
"172389","2022-11-06","19508"
"172390","2022-11-06","50270"
"172391","2022-11-06","3273"
"172392","2022-11-06","55001"
"172393","2022-11-06","8202"
"172394","2022-11-06","55009"
"172395","2022-11-06","55014"
"172396","2022-11-06","49076"
"172397","2022-11-06","36078"
"172398","2022-11-06","16669"
"172399","2022-11-06","9407"
"172400","2022-11-06","7643"
"172401","2022-11-06","3776"
"172402","2022-11-06","49501"
"172403","2022-11-06","13866"
"172404","2022-11-06","2643"
"172405","2022-11-06","1836"
"172406","2022-11-06","44124"
"172407","2022-11-06","13125"
"172408","2022-11-06","4422"
"172409","2022-11-06","36214"
"172410","2022-11-06","55022"
"172411","2022-11-06","32198"
"172412","2022-11-06","19734"
"172413","2022-11-06","16086"
"172414","2022-11-06","54789"
"172415","2022-11-06","25167"
"172416","2022-11-06","34293"
"172417","2022-11-06","38779"
"172418","2022-11-06","32849"
"172419","2022-11-06","18922"
"172420","2022-11-06","36382"
"172421","2022-11-06","11394"
"172422","2022-11-06","31098"
"172423","2022-11-06","55034"
"172424","2022-11-06","43565"
"172425","2022-11-06","7467"
"172426","2022-11-06","52126"
"172427","2022-11-06","48328"
"172428","2022-11-06","44492"
"172429","2022-11-06","15830"
"172430","2022-11-06","36021"
"172431","2022-11-06","17239"
"172432","2022-11-06","51599"
"172433","2022-11-06","39789"
"172434","2022-11-06","17245"
"172435","2022-11-06","38642"
"172436","2022-11-06","11684"
"172437","2022-11-06","50345"
"172438","2022-11-06","55049"
"172439","2022-11-06","30367"
"172440","2022-11-06","55059"
"172441","2022-11-06","47335"
"172442","2022-11-06","55068"
"172443","2022-11-06","55075"
"172444","2022-11-06","24602"
"172445","2022-11-06","34325"
"172446","2022-11-06","55084"
"172447","2022-11-06","12862"
"172448","2022-11-06","27070"
"172449","2022-11-06","28030"
"172450","2022-11-06","4079"
"172451","2022-11-06","47206"
"172452","2022-11-06","8873"
"172453","2022-11-06","55092"
"172454","2022-11-06","55102"
"172455","2022-11-06","42723"
"172456","2022-11-06","9682"
"172457","2022-11-06","51759"
"172458","2022-11-06","41488"
"172459","2022-11-06","55114"
"172460","2022-11-06","26512"
"172461","2022-11-06","55123"
"172462","2022-11-06","38895"
"172463","2022-11-06","10294"
"172464","2022-11-06","51528"
"172465","2022-11-06","32243"
"172466","2022-11-06","40342"
"172467","2022-11-06","4230"
"172468","2022-11-06","13442"
"172469","2022-11-06","7405"
"172470","2022-11-06","11635"
"172471","2022-11-06","5824"
"172472","2022-11-06","10284"
"172473","2022-11-06","2990"
"172474","2022-11-06","51257"
"172475","2022-11-06","6473"
"172476","2022-11-06","43964"
"172477","2022-11-06","10963"
"172478","2022-11-06","55140"
"172479","2022-11-06","55152"
"172480","2022-11-06","20717"
"172481","2022-11-06","3876"
"172482","2022-11-06","54822"
"172483","2022-11-06","32088"
"172484","2022-11-06","9766"
"172485","2022-11-06","43749"
"172486","2022-11-06","36156"
"172487","2022-11-06","54241"
"172488","2022-11-06","55164"
"172489","2022-11-06","55175"
"172490","2022-11-06","55183"
"172491","2022-11-06","31512"
"172492","2022-11-06","44013"
"172493","2022-11-06","37955"
"172494","2022-11-06","51617"
"172495","2022-11-06","2636"
"172496","2022-11-06","18962"
"172497","2022-11-06","36984"
"172498","2022-11-06","22250"
"172499","2022-11-06","55197"
"172500","2022-11-06","50196"
"172501","2022-11-06","55203"
"172502","2022-11-06","3237"
"172503","2022-11-06","55213"
"172504","2022-11-06","55223"
"172505","2022-11-06","43652"
"172506","2022-11-06","25328"
"172507","2022-11-06","55232"
"172508","2022-11-06","15282"
"172509","2022-11-06","54909"
"172510","2022-11-06","36271"
"172511","2022-11-06","23195"
"172512","2022-11-06","16482"
"172513","2022-11-06","39772"
"172514","2022-11-06","33311"
"172515","2022-11-06","31813"
"172516","2022-11-06","2832"
"172517","2022-11-06","12323"
"172518","2022-11-06","42758"
"172519","2022-11-06","55244"
"172520","2022-11-06","38713"
"172521","2022-11-06","350"
"172522","2022-11-06","45807"
"172523","2022-11-06","40050"
"172524","2022-11-06","38932"
"172525","2022-11-06","47042"
"172526","2022-11-06","24891"
"172527","2022-11-06","29911"
"172528","2022-11-06","24076"
"172529","2022-11-06","55257"
"172530","2022-11-06","25971"
"172531","2022-11-06","37434"
"172532","2022-11-06","32464"
"172533","2022-11-06","5161"
"172534","2022-11-06","15982"
"172535","2022-11-06","24292"
"172536","2022-11-06","17960"
"172537","2022-11-06","47855"
"172538","2022-11-06","54251"
"172539","2022-11-06","38441"
"172540","2022-11-06","33469"
"172541","2022-11-06","55275"
"172542","2022-11-06","39034"
"172543","2022-11-06","31914"
"172544","2022-11-06","47746"
"172545","2022-11-06","11068"
"172546","2022-11-06","29151"
"172547","2022-11-06","16462"
"172548","2022-11-06","55284"
"172549","2022-11-06","55290"
"172550","2022-11-06","55297"
"172551","2022-11-06","37369"
"172552","2022-11-06","3902"
"172553","2022-11-06","20113"
"172554","2022-11-06","27153"
"172555","2022-11-06","55302"
"172556","2022-11-06","5306"
"172557","2022-11-06","4058"
"172558","2022-11-06","41179"
"172559","2022-11-06","34913"
"172560","2022-11-06","55085"
"172561","2022-11-06","29635"
"172562","2022-11-06","8690"
"172563","2022-11-06","55308"
"172564","2022-11-06","39393"
"172565","2022-11-06","55314"
"172566","2022-11-06","7327"
"172567","2022-11-06","9919"
"172568","2022-11-06","26556"
"172569","2022-11-06","6633"
"172570","2022-11-06","46968"
"172571","2022-11-06","1909"
"172572","2022-11-06","55320"
"172573","2022-11-06","55327"
"172574","2022-11-06","15880"
"172575","2022-11-06","55330"
"172576","2022-11-06","29861"
"172577","2022-11-06","53426"
"172578","2022-11-06","20859"
"172579","2022-11-06","14894"
"172580","2022-11-06","20521"
"172581","2022-11-06","14218"
"172582","2022-11-06","5233"
"172583","2022-11-06","41874"
"172584","2022-11-06","22120"
"172585","2022-11-06","54372"
"172586","2022-11-06","47615"
"172587","2022-11-06","824"
"172588","2022-11-06","15338"
"172589","2022-11-06","3281"
"172590","2022-11-06","11580"
"172591","2022-11-06","2284"
"172592","2022-11-06","49245"
"172593","2022-11-06","34581"
"172594","2022-11-06","55340"
"172595","2022-11-06","8810"
"172596","2022-11-06","11540"
"172597","2022-11-06","55345"
"172598","2022-11-06","55351"
"172599","2022-11-06","55357"
"172600","2022-11-06","30493"
"172601","2022-11-06","37577"
"172602","2022-11-06","55362"
"172603","2022-11-06","3787"
"172604","2022-11-06","55367"
"172605","2022-11-06","31798"
"172606","2022-11-06","9208"
"172607","2022-11-06","33131"
"172608","2022-11-06","24645"
"172609","2022-11-06","50569"
"172610","2022-11-06","12376"
"172611","2022-11-06","36486"
"172612","2022-11-06","12018"
"172613","2022-11-06","55372"
"172614","2022-11-06","20803"
"172615","2022-11-06","55375"
"172616","2022-11-06","26218"
"172617","2022-11-06","33871"
"172618","2022-11-06","34675"
"172619","2022-11-06","11880"
"172620","2022-11-06","8045"
"172621","2022-11-06","41574"
"172622","2022-11-06","55383"
"172623","2022-11-06","34291"
"172624","2022-11-06","50666"
"172625","2022-11-06","45657"
"172626","2022-11-06","55389"
"172627","2022-11-06","13070"
"172628","2022-11-06","20295"
"172629","2022-11-06","48249"
"172630","2022-11-06","29169"
"172631","2022-11-06","25532"
"172632","2022-11-06","55395"
"172633","2022-11-06","15825"
"172634","2022-11-06","55399"
"172635","2022-11-06","55405"
"172636","2022-11-06","55408"
"172637","2022-11-06","28568"
"172638","2022-11-06","17635"
"172639","2022-11-06","55416"
"172640","2022-11-06","55421"
"172641","2022-11-06","51444"
"172642","2022-11-06","19031"
"172643","2022-11-06","46810"
"172644","2022-11-06","25122"
"172645","2022-11-06","6650"
"172646","2022-11-06","49133"
"172647","2022-11-06","20694"
"172648","2022-11-06","46568"
"172649","2022-11-06","34906"
"172650","2022-11-06","44486"
"172651","2022-11-06","46991"
"172652","2022-11-06","55428"
"172653","2022-11-06","55431"
"172654","2022-11-06","38223"
"172655","2022-11-06","49800"
"172656","2022-11-06","8044"
"172657","2022-11-06","52656"
"172658","2022-11-06","26062"
"172659","2022-11-06","20260"
"172660","2022-11-06","55439"
"172661","2022-11-06","6030"
"172662","2022-11-06","40516"
"172663","2022-11-06","6344"
"172664","2022-11-06","1023"
"172665","2022-11-06","32794"
"172666","2022-11-06","48525"
"172667","2022-11-06","55445"
"172668","2022-11-06","44907"
"172669","2022-11-06","22652"
"172670","2022-11-06","33162"
"172671","2022-11-06","20414"
"172672","2022-11-06","44809"
"172673","2022-11-06","37397"
"172674","2022-11-06","55451"
"172675","2022-11-06","27168"
"172676","2022-11-06","55456"
"172677","2022-11-06","55461"
"172678","2022-11-06","30273"
"172679","2022-11-06","55467"
"172680","2022-11-06","10596"
"172681","2022-11-06","17595"
"172682","2022-11-06","40003"
"172683","2022-11-06","55473"
"172684","2022-11-06","7359"
"172685","2022-11-06","4740"
"172686","2022-11-06","43576"
"172687","2022-11-06","31193"
"172688","2022-11-06","49812"
"172689","2022-11-06","26292"
"172690","2022-11-06","17665"
"172691","2022-11-06","16185"
"172692","2022-11-06","29500"
"172693","2022-11-06","49341"
"172694","2022-11-06","13370"
"172695","2022-11-06","21487"
"172696","2022-11-06","53151"
"172697","2022-11-06","39608"
"172698","2022-11-06","34717"
"172699","2022-11-06","18337"
"172700","2022-11-06","4692"
"172701","2022-11-06","55483"
"172702","2022-11-06","11164"
"172703","2022-11-06","55488"
"172704","2022-11-06","26910"
"172705","2022-11-06","29297"
"172706","2022-11-06","8929"
"172707","2022-11-06","13701"
"172708","2022-11-06","42010"
"172709","2022-11-06","49800"
"172710","2022-11-06","55149"
"172711","2022-11-06","17931"
"172712","2022-11-06","27324"
"172713","2022-11-06","44270"
"172714","2022-11-06","17508"
"172715","2022-11-06","42645"
"172716","2022-11-06","8097"
"172717","2022-11-06","41261"
"172718","2022-11-06","37263"
"172719","2022-11-06","55495"
"172720","2022-11-06","50034"
"172721","2022-11-06","2826"
"172722","2022-11-06","51715"
"172723","2022-11-06","26043"
"172724","2022-11-06","27803"
"172725","2022-11-06","27698"
"172726","2022-11-06","42224"
"172727","2022-11-06","17557"
"172728","2022-11-06","16806"
"172729","2022-11-06","11569"
"172730","2022-11-06","31509"
"172731","2022-11-06","14913"
"172732","2022-11-06","55504"
"172733","2022-11-06","55509"
"172734","2022-11-06","16147"
"172735","2022-11-06","32450"
"172736","2022-11-06","13885"
"172737","2022-11-06","26229"
"172738","2022-11-06","55516"
"172739","2022-11-06","6512"
"172740","2022-11-06","11405"
"172741","2022-11-06","53894"
"172742","2022-11-06","33228"
"172743","2022-11-06","45492"
"172744","2022-11-06","4292"
"172745","2022-11-06","28160"
"172746","2022-11-06","2757"
"172747","2022-11-06","3863"
"172748","2022-11-06","54878"
"172749","2022-11-06","55523"
"172750","2022-11-06","14059"
"172751","2022-11-06","55528"
